"SERIES_CODE","COUNTRY.ID","COUNTRY","INDICATOR.ID","INDICATOR","SCALE.ID","SCALE","UNIT.ID","UNIT","COUNTRY_UPDATE_DATE","METHODOLOGY","METHODOLOGY_NOTES","KEY_INDICATOR","SERIES_NAME","LATEST_ACTUAL_ANNUAL_DATA","HISTORICAL_DATA_SOURCE","BASE_YEAR","START_END_MONTHS_OF_REPORTING_YEAR","CHAIN_WEIGHTED","PRIMARY_DOMESTIC_CURRENCY","X1980","X1981","X1982","X1983","X1984","X1985","X1986","X1987","X1988","X1989","X1990","X1991","X1992","X1993","X1994","X1995","X1996","X1997","X1998","X1999","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","X2013","X2014","X2015","X2016","X2017","X2018","X2019","X2020","X2021","X2022","X2023","X2024","X2025","X2026","X2027","X2028","X2029","X2030"
"ABW.NGDP_R.A","ABW","Aruba, Kingdom of the Netherlands","NGDP_R","Gross domestic product (GDP), Constant prices, Domestic currency",9,"Billions","XDC","Domestic currency","9/19/2025","System of National Accounts (SNA) 1993","Central Statistics Office published nominal GDP for 2001-2022, and real GDP for 2013-2022. Real GDP for 2001-2012 come from the Central Bank Aruba (CBA). Estimates for nominal and real GDP in 2023-2024 also come from CBA.","true","Gross domestic product (GDP), Constant prices, Domestic currency","2021","National Statistics Office","2013","January/December","Yes, from 2000","Aruban Florin",NA,NA,NA,NA,NA,NA,1.674,1.943,2.305,2.584,2.686,2.901,3.071,3.295,3.566,3.655,3.701,3.96,4.039,4.095,4.409,4.594,4.55,4.601,4.936,4.917,4.973,5.127,5.221,4.611,4.485,4.636,4.588,4.883,4.952,5.131,5.194,5.375,5.547,5.616,4.269,4.896,5.148,5.545,5.922,6.043,6.174,6.297,6.389,6.48,6.567
"ABW.NGDPRPC.A","ABW","Aruba, Kingdom of the Netherlands","NGDPRPC","Gross domestic product (GDP), Constant prices, Per capita, Domestic currency",0,"Units","XDC","Domestic currency","9/19/2025","System of National Accounts (SNA) 1993","Central Statistics Office published nominal GDP for 2001-2022, and real GDP for 2013-2022. Real GDP for 2001-2012 come from the Central Bank Aruba (CBA). Estimates for nominal and real GDP in 2023-2024 also come from CBA.","true","Gross domestic product (GDP), Constant prices, Per capita, Domestic currency","2021","National Statistics Office","2013","January/December","Yes, from 2000","Aruban Florin",NA,NA,NA,NA,NA,NA,20619.863,22886.406,26273.928,28969.636,29802.908,31860.232,33438.114,35697.408,37954.873,37939.359,37405.051,39655.446,40221.502,40378.4,43312.535,45090.647,44045.018,43852.846,46377.228,45880.133,45774.705,47109.579,48049.458,42238.934,41055.016,42953.342,42689.41,45570.654,46034.714,47320.722,47816.344,49402.443,50937.965,51511.705,39126.748,44842.556,47147.175,50785.829,54264.56,55413.452,56650.112,57801.922,58683.873,59581.138,60419.048
"ABW.NGDPRPPPPC.A","ABW","Aruba, Kingdom of the Netherlands","NGDPRPPPPC","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",0,"Units","","","9/19/2025","System of National Accounts (SNA) 1993","Central Statistics Office published nominal GDP for 2001-2022, and real GDP for 2013-2022. Real GDP for 2001-2012 come from the Central Bank Aruba (CBA). Estimates for nominal and real GDP in 2023-2024 also come from CBA.","","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021","2021","National Statistics Office","2013","January/December","Yes, from 2000","Aruban Florin",NA,NA,NA,NA,NA,NA,15781.36,17516.054,20108.686,22171.839,22809.581,24384.149,25591.778,27320.922,29048.668,29036.794,28627.863,30350.197,30783.427,30903.508,33149.141,34510.014,33709.745,33562.667,35494.696,35114.246,35033.557,36055.199,36774.533,32327.463,31421.355,32874.234,32672.234,34877.387,35232.554,36216.797,36596.12,37810.037,38985.245,39424.355,29945.56,34320.139,36083.973,38868.808,41531.246,42410.548,43357.023,44238.557,44913.556,45600.276,46241.568
"AUS.NGDP_R.A","AUS","Australia","NGDP_R","Gross domestic product (GDP), Constant prices, Domestic currency",9,"Billions","XDC","Domestic currency","9/26/2025","System of National Accounts (SNA) 2008","Historical data source: Australian Bureau of Statistics (via Haver Analytics). Annual CY data are reconstructed from quarterly data. The base period is 2022Q3-2023Q2. Chain-weighted comments: Annually-reweighted.","true","Gross domestic product (GDP), Constant prices, Domestic currency","2024","National Statistics Office","2022","January/December","Yes, from before 1980","Australian dollar",713.275,742.713,743.179,739.659,786.598,829.518,849.825,891.404,929.318,972.375,986.901,977.21,1002.532,1041.844,1092.628,1124.874,1169.56,1224.682,1281.889,1338.766,1380.251,1416.149,1475.048,1519.528,1582.033,1629.963,1672.659,1745.241,1790.527,1825.686,1869.855,1921.939,1994.759,2039.022,2091.515,2140.461,2198.13,2250.443,2313.262,2358.041,2311.977,2437.241,2537.947,2590.381,2616.879,2664.226,2721.48,2780.085,2841.928,2905.818,2972.607
"AUS.NGDPRPC.A","AUS","Australia","NGDPRPC","Gross domestic product (GDP), Constant prices, Per capita, Domestic currency",0,"Units","XDC","Domestic currency","9/26/2025","System of National Accounts (SNA) 2008","Historical data source: Australian Bureau of Statistics (via Haver Analytics). Annual CY data are reconstructed from quarterly data. The base period is 2022Q3-2023Q2. Chain-weighted comments: Annually-reweighted.","true","Gross domestic product (GDP), Constant prices, Per capita, Domestic currency","2024","National Statistics Office","2022","January/December","Yes, from before 1980","Australian dollar",48188.572,49385.225,48609.089,47770.842,50174.392,52169.087,52657.387,54371.684,55690.863,57412.228,57478.994,56229.419,57101.122,58797.828,61063.073,62080.455,63805.508,66163.249,68529.618,70762.257,72109.524,73048.351,75236.665,76638.731,78920.122,80248.113,81088.604,83042.965,83374.849,83495.723,84332.286,85335.325,87000.916,87520.024,88472.323,89243.21,90142.474,90893.871,91992.727,92398.031,90203.435,94562.753,96425.514,96103.452,95506.488,96034.036,96886.72,97799.511,98789.608,99812.765,100896.15
"AUS.NGDPRPPPPC.A","AUS","Australia","NGDPRPPPPC","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",0,"Units","","","9/26/2025","System of National Accounts (SNA) 2008","Historical data source: Australian Bureau of Statistics (via Haver Analytics). Annual CY data are reconstructed from quarterly data. The base period is 2022Q3-2023Q2. Chain-weighted comments: Annually-reweighted.","","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021","2024","National Statistics Office","2022","January/December","Yes, from before 1980","Australian dollar",30739.748,31503.099,31007.998,30473.276,32006.513,33278.94,33590.429,34683.988,35525.5,36623.567,36666.158,35869.047,36425.111,37507.449,38952.461,39601.454,40701.875,42205.89,43715.41,45139.622,45999.051,46597.934,47993.871,48888.257,50343.568,51190.701,51726.855,52973.552,53185.263,53262.368,53796.017,54435.86,55498.35,55829.492,56436.968,56928.721,57502.367,57981.687,58682.653,58941.199,57541.254,60322.086,61510.351,61304.906,60924.099,61260.626,61804.557,62386.832,63018.42,63671.097,64362.194
"AUT.NGDP_R.A","AUT","Austria","NGDP_R","Gross domestic product (GDP), Constant prices, Domestic currency",9,"Billions","XDC","Domestic currency","9/18/2025","European System of Accounts (ESA) 2010","","true","Gross domestic product (GDP), Constant prices, Domestic currency","2024","National Statistics Office","2020","January/December","Yes, from 1995","Euro",191.861,191.67,195.327,200.804,201.47,205.99,210.811,214.354,216.414,224.826,234.596,242.67,247.75,249.055,255.038,261.842,268.122,273.875,283.442,294.104,303.485,307.482,312.046,315.608,323.704,331.215,342.044,354.957,360.116,347.201,353.482,363.83,366.115,365.197,367.958,372.754,380.646,389.295,398.966,405.968,380.318,398.555,419.591,415.584,411.475,412.585,415.735,422.218,427.73,431.97,435.141
"AUT.NGDPRPC.A","AUT","Austria","NGDPRPC","Gross domestic product (GDP), Constant prices, Per capita, Domestic currency",0,"Units","XDC","Domestic currency","9/18/2025","European System of Accounts (ESA) 2010","","true","Gross domestic product (GDP), Constant prices, Per capita, Domestic currency","2024","National Statistics Office","2020","January/December","Yes, from 1995","Euro",25444.309,25367.926,25819.473,26621.943,26707.394,27288.112,27897.634,28328.648,28564.538,29604.527,30686.974,31470.995,31767.306,31595.968,32166.41,32943.26,33687.82,34371.723,35533.283,36798.35,37880.846,38233.101,38609.407,38876.395,39623.8,40267.989,41369.878,42790.695,43275.098,41623.378,42277.082,43372.263,43449.049,43079.791,43066.541,43195.212,43553.141,44164.594,44905.396,45826.523,42727.559,44621.07,46733.921,45644.614,44926.715,44935.562,45165.731,45755.722,46223.623,46551.414,46762.192
"AUT.NGDPRPPPPC.A","AUT","Austria","NGDPRPPPPC","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",0,"Units","","","9/18/2025","European System of Accounts (ESA) 2010","","","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021","2024","National Statistics Office","2020","January/December","Yes, from 1995","Euro",36349.711,36240.591,36885.67,38032.078,38154.153,38983.767,39854.528,40470.275,40807.267,42292.995,43839.377,44959.428,45382.738,45137.964,45952.898,47062.704,48126.382,49103.405,50762.808,52570.082,54116.535,54619.765,55157.356,55538.775,56606.517,57526.803,59100.961,61130.739,61822.756,59463.111,60396.992,61961.566,62071.263,61543.742,61524.813,61708.631,62219.968,63093.489,64151.799,65467.719,61040.543,63745.611,66764.028,65207.844,64182.255,64194.893,64523.712,65366.573,66035.016,66503.298,66804.416
"AZE.NGDP_R.A","AZE","Azerbaijan, Republic of","NGDP_R","Gross domestic product (GDP), Constant prices, Domestic currency",9,"Billions","XDC","Domestic currency","9/12/2025","System of National Accounts (SNA) 1993","Data prior to 2001 cannot be confirmed at this time.","true","Gross domestic product (GDP), Constant prices, Domestic currency","2024","National Statistics Office","2005","January/December","Yes, from 1994","Azerbaijan manat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.384,7.217,5.797,5.042,5.169,5.629,5.967,6.647,7.061,7.518,8.228,9.068,9.907,12.523,16.839,21.049,23.315,25.474,26.748,26.775,27.365,28.964,29.765,30.087,29.165,29.21,29.639,30.374,29.099,30.733,32.182,32.618,33.946,34.97,35.842,36.721,37.621,38.547,39.502
"AZE.NGDPRPC.A","AZE","Azerbaijan, Republic of","NGDPRPC","Gross domestic product (GDP), Constant prices, Per capita, Domestic currency",0,"Units","XDC","Domestic currency","9/12/2025","System of National Accounts (SNA) 1993","Data prior to 2001 cannot be confirmed at this time.","true","Gross domestic product (GDP), Constant prices, Per capita, Domestic currency","2024","National Statistics Office","2005","January/December","Yes, from 1994","Azerbaijan manat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1258.143,963.888,763.051,659.61,669.064,721.63,757.511,835.698,878.963,926.568,1004.481,1096.607,1186.619,1482.432,1968.736,2428.832,2655.697,2855.11,2972.876,2938.712,2963.123,3095.611,3140.768,3136.318,3005.024,2977.55,2994.44,3052.383,2917.471,3065.318,3197.972,3220.868,3312.255,3371.671,3414.83,3457.035,3499.755,3543.389,3588.153
"AZE.NGDPRPPPPC.A","AZE","Azerbaijan, Republic of","NGDPRPPPPC","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",0,"Units","","","9/12/2025","System of National Accounts (SNA) 1993","Data prior to 2001 cannot be confirmed at this time.","","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021","2024","National Statistics Office","2005","January/December","Yes, from 1994","Azerbaijan manat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8346.53,6394.438,5062.087,4375.856,4438.578,4787.295,5025.334,5544.028,5831.046,6146.856,6663.736,7274.895,7872.036,9834.466,13060.609,16112.885,17617.907,18940.815,19722.076,19495.435,19657.375,20536.299,20835.871,20806.353,19935.35,19753.084,19865.132,20249.527,19354.523,20335.335,21215.365,21367.257,21973.521,22367.683,22654.005,22933.99,23217.392,23506.861,23803.827
"BHS.NGDP_R.A","BHS","Bahamas, The","NGDP_R","Gross domestic product (GDP), Constant prices, Domestic currency",9,"Billions","XDC","Domestic currency","9/12/2025","System of National Accounts (SNA) 1993","Real GDP by Expenditure (components government consumption and export of G&S): Data for components Government final consumption expenditure and Export of G&S before 2012 are based on growth rates from 2018 National Accounts release.","true","Gross domestic product (GDP), Constant prices, Domestic currency","2024","National Statistics Office","2018","January/December","No","Bahamian dollar",6.459,6.272,6.667,7.121,7.291,7.59,7.788,8.076,8.258,8.448,8.537,8.18,7.867,7.891,8.14,8.496,8.855,9.293,9.731,10.426,10.859,11.144,11.445,11.301,11.4,11.787,12.084,12.259,11.974,11.474,11.651,11.722,12.262,11.911,12.131,12.252,12.111,12.519,12.819,12.712,10.158,11.944,13.244,13.647,14.109,14.419,14.722,14.987,15.256,15.501,15.733
"BHS.NGDPRPC.A","BHS","Bahamas, The","NGDPRPC","Gross domestic product (GDP), Constant prices, Per capita, Domestic currency",0,"Units","XDC","Domestic currency","9/12/2025","System of National Accounts (SNA) 1993","Real GDP by Expenditure (components government consumption and export of G&S): Data for components Government final consumption expenditure and Export of G&S before 2012 are based on growth rates from 2018 National Accounts release.","true","Gross domestic product (GDP), Constant prices, Per capita, Domestic currency","2024","National Statistics Office","2018","January/December","No","Bahamian dollar",30559.979,29119.09,30246.89,31582.612,31634.47,32505.647,32785.524,33431.819,33488.07,33680.907,33471.164,31529.138,29804.471,29385.014,29792.046,30466.072,31215.628,32214.273,33182.203,34981.526,35765.684,36135.255,36545.548,35540.329,35322.548,35988.299,36362.848,36365.233,35023.003,33097.474,33149.218,33018.048,34195.441,32883.54,33153.255,33144.053,32426.613,33175.148,33618.059,32988.226,26085.503,30287.985,33166.068,33805.369,34567.259,34943.362,35323.933,35603.727,35885.737,36098.919,36277.627
"BHS.NGDPRPPPPC.A","BHS","Bahamas, The","NGDPRPPPPC","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",0,"Units","","","9/12/2025","System of National Accounts (SNA) 1993","Real GDP by Expenditure (components government consumption and export of G&S): Data for components Government final consumption expenditure and Export of G&S before 2012 are based on growth rates from 2018 National Accounts release.","","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021","2024","National Statistics Office","2018","January/December","No","Bahamian dollar",31503.513,30018.136,31180.757,32557.719,32611.178,33509.252,33797.771,34464.02,34522.007,34720.798,34504.58,32502.594,30724.678,30292.271,30711.87,31406.706,32179.405,33208.883,34206.697,36061.574,36869.942,37250.924,37673.885,36637.63,36413.125,37099.43,37485.544,37488.002,36104.331,34119.352,34172.693,34037.474,35251.219,33898.813,34176.855,34167.369,33427.778,34199.424,34656.011,34006.731,26890.888,31223.121,34190.064,34849.103,35634.517,36022.232,36414.553,36702.985,36993.702,37213.466,37397.691
